PIDM,Cohort,SEX,Degree,Major 1,1st Year GPA,Dorm,1st Year Retention,College,Total Earned Hours,SAT,Major 2,Advisor
1878,202209F,F,BS,Biology,2.87,Campion Hall,1,CAS,53,,,0.0
1879,202209F,F,BS,Mathematics,3.05,Campion Hall,1,CAS,49,,,78.0
1880,202209F,F,BS,Nursing,3.58,Regis Hall,1,EGAN,54,,,84.0
1881,202209F,M,BA,Undeclared,3.29,Regis Hall,1,CAS,60,1370.0,,57.0
1882,202209F,M,BS,DSB Undeclared,3.11,Loyola Hall,1,DSB,45,,,73.0
1883,202209F,F,BS,Finance,3.96,Gonzaga Hall,1,DSB,54,,,0.0
1884,202209F,F,BA,English,3.63,Regis Hall,0,CAS,33,,,42.0
1885,202209F,F,BS,Psychology,2.88,Campion Hall,1,CAS,42,,,87.0
1886,202209F,F,BS,DSB Undeclared,3.31,Regis Hall,1,DSB,45,,,0.0
1887,202209F,M,BS,Psychology,2.17,Regis Hall,0,CAS,12,,,86.0
1888,202209F,F,BA,Undeclared,3.47,Regis Hall,1,CAS,45,,,4.0
1889,202209F,F,BA,Visual & Performing Arts,4.0,Jogues Hall,1,CAS,66,1400.0,,79.0
1890,202209F,F,BS,Nursing,3.28,Gonzaga Hall,1,EGAN,46,,,20.0
1891,202209F,M,BS,Finance,3.52,Regis Hall,1,DSB,45,1200.0,,53.0
1892,202209F,M,BS,Biomedical Engineering,3.39,Campion Hall,1,SEC,54,1530.0,,135.0
1893,202209F,F,BS,DSB Undeclared,3.53,Loyola Hall,0,DSB,30,,,0.0
1894,202209F,M,BS,Marketing,1.67,Loyola Hall,0,DSB,18,,,105.0
1895,202209F,M,BS,Nursing,3.55,Jogues Hall,1,EGAN,55,,,0.0
1896,202209F,M,BS,Mechanical Engineering,3.2,Campion Hall,1,SEC,52,1410.0,,0.0
1897,202209F,F,BS,Nursing,2.79,Loyola Hall,1,EGAN,42,,,0.0
1898,202209F,M,BS,Finance,1.47,Jogues Hall,0,DSB,9,1330.0,,66.0
1899,202209F,F,BA,Undeclared,3.2,Jogues Hall,1,CAS,45,,,0.0
1900,202209F,F,BS,Psychology,3.96,Regis Hall,1,CAS,46,,,71.0
1901,202209F,F,BS,Psychology,3.87,Loyola Hall,1,CAS,46,,,86.0
1902,202209F,F,BS,Marketing,3.53,Loyola Hall,1,DSB,45,,,0.0
1903,202209F,F,BS,DSB Undeclared,3.69,Gonzaga Hall,1,DSB,49,1280.0,,0.0
1904,202209F,F,BS,Marketing,3.33,Gonzaga Hall,1,DSB,45,,,4.0
1905,202209F,F,BA,Program on the Environment,2.93,Gonzaga Hall,1,CAS,48,1250.0,,3.0
1906,202209F,F,BS,Psychology,3.25,Loyola Hall,1,CAS,46,,,71.0
1907,202209F,F,BS,Nursing,4.0,Gonzaga Hall,1,EGAN,52,1330.0,,0.0
1908,202209F,F,BS,Business Analytics,3.36,Loyola Hall,1,DSB,45,,,28.0
1909,202209F,M,BS,Management,2.71,Regis Hall,1,DSB,45,,,0.0
1910,202209F,F,BA,Undeclared,3.62,Gonzaga Hall,1,CAS,45,,,149.0
1911,202209F,F,BS,Management,3.22,Jogues Hall,1,DSB,45,1220.0,,0.0
1912,202209F,F,BS,Accounting,3.63,Campion Hall,1,DSB,48,,,38.0
1913,202209F,F,BS,Nursing,3.29,Regis Hall,1,EGAN,48,,,20.0
1914,202209F,M,BS,Psychology,3.6,Gonzaga Hall,1,CAS,45,1320.0,,71.0
1915,202209F,M,BS,Finance,3.86,Gonzaga Hall,1,DSB,49,,,102.0
1916,202209F,F,BS,Psychology,3.52,Gonzaga Hall,1,CAS,50,,,86.0
1917,202209F,F,BA,English,3.89,Regis Hall,1,CAS,54,1330.0,,0.0
1918,202209F,M,BS,DSB Undeclared,3.13,Jogues Hall,1,DSB,45,,,4.0
1919,202209F,F,BS,Computer Science,3.3,Jogues Hall,1,SEC,49,,,1.0
1920,202209F,F,BS,Management,3.46,Regis Hall,1,DSB,48,,,21.0
1921,202209F,F,BS,Nursing,3.47,Gonzaga Hall,1,EGAN,49,1290.0,,0.0
1922,202209F,M,BS,DSB Undeclared,3.51,Regis Hall,1,DSB,45,,,53.0
1923,202209F,M,BS,DSB Undeclared,2.98,Jogues Hall,1,DSB,45,1160.0,,3.0
1924,202209F,F,BA,Communication,3.96,Gonzaga Hall,1,CAS,52,,,15.0
1925,202209F,F,BS,Nursing,3.42,Loyola Hall,1,EGAN,48,,,0.0
1926,202209F,F,BS,DSB Undeclared,3.69,Loyola Hall,1,DSB,54,1270.0,,0.0
1927,202209F,F,BA,Undeclared,3.4,Loyola Hall,1,CAS,45,,,7.0
1928,202209F,M,BS,DSB Undeclared,3.36,Jogues Hall,1,DSB,49,,,41.0
1929,202209F,F,BS,Nursing,3.77,Gonzaga Hall,1,EGAN,58,1320.0,,0.0
1930,202209F,F,BS,Nursing,3.71,Regis Hall,1,EGAN,51,,,0.0
1931,202209F,M,BA,Undeclared,3.91,Jogues Hall,1,CAS,60,1420.0,,133.0
1932,202209F,M,BS,DSB Undeclared,3.02,Regis Hall,1,DSB,45,,,73.0
1933,202209F,M,BS,DSB Undeclared,3.2,Loyola Hall,1,DSB,45,,,70.0
1934,202209F,F,BS,Biology,3.53,Campion Hall,1,CAS,47,,,0.0
1935,202209F,M,BS,Finance,3.39,Regis Hall,1,DSB,39,1220.0,,13.0
1936,202209F,M,BS,Computer Science,3.69,Campion Hall,1,SEC,50,,,1.0
1937,202209F,F,BS,DSB Undeclared,3.56,Regis Hall,1,DSB,52,,,69.0
1938,202209F,F,BS,Marketing,2.67,Campion Hall,1,DSB,45,,,138.0
1939,202209F,F,BS,Nursing,3.29,Loyola Hall,1,EGAN,48,,,0.0
1940,202209F,F,BS,Psychology,3.02,Campion Hall,1,CAS,48,,,152.0
1941,202209F,F,BA,Communication,3.57,Loyola Hall,1,CAS,42,,,18.0
1942,202209F,F,BS,Nursing,2.61,Loyola Hall,1,EGAN,47,,,0.0
1943,202209F,F,BS,Marketing,3.47,Jogues Hall,1,DSB,51,,,0.0
1944,202209F,M,BS,DSB Undeclared,3.49,Campion Hall,1,DSB,45,1320.0,,54.0
1945,202209F,F,BS,DSB Undeclared,3.69,Jogues Hall,1,DSB,48,,,104.0
1946,202209F,M,BS,DSB Undeclared,3.24,Jogues Hall,1,DSB,42,,,76.0
1947,202209F,F,BS,Mathematics,3.55,Campion Hall,1,CAS,49,1200.0,,132.0
1948,202209F,M,BS,DSB Undeclared,2.64,Jogues Hall,1,DSB,45,,,166.0
1949,202209F,F,BA,Economics,3.33,Regis Hall,1,CAS,51,1270.0,,4.0
1950,202209F,F,BS,Nursing,3.1,Campion Hall,1,EGAN,49,,,0.0
1951,202209F,F,BS,DSB Undeclared,3.8,Jogues Hall,1,DSB,45,,,63.0
1952,202209F,M,BS,Finance,3.93,Loyola Hall,1,DSB,45,,,62.0
1953,202209F,F,BS,Nursing,3.38,Regis Hall,1,EGAN,48,,,67.0
1954,202209F,F,BS,Finance,3.21,Jogues Hall,1,DSB,45,,,70.0
1955,202209F,M,BS,SOE Undeclared,3.24,Campion Hall,1,SEC,45,,,62.0
1956,202209F,M,BA,Undeclared,3.1,Jogues Hall,1,CAS,42,,,153.0
1957,202209F,F,BS,Finance,3.82,Campion Hall,1,DSB,52,,,53.0
1958,202209F,M,BS,Accounting,3.11,Jogues Hall,1,DSB,45,1240.0,,114.0
1959,202209F,M,BS,DSB Undeclared,3.11,Gonzaga Hall,1,DSB,45,,,48.0
1960,202209F,M,BS,Economics,3.63,Regis Hall,1,DSB,48,,,122.0
1961,202209F,M,BS,Marketing,3.45,Jogues Hall,1,DSB,48,,,156.0
1962,202209F,F,BS,Biology,0.86,Loyola Hall,0,CAS,13,,,31.0
1963,202209F,F,BS,DSB Undeclared,3.63,Loyola Hall,1,DSB,46,,,0.0
1964,202209F,M,BS,DSB Undeclared,3.4,Loyola Hall,1,DSB,45,,,53.0
1965,202209F,M,BS,DSB Undeclared,3.0,Regis Hall,1,DSB,42,,,138.0
1966,202209F,M,BS,Finance,3.56,Loyola Hall,1,DSB,45,,,102.0
1967,202209F,F,BS,DSB Undeclared,3.89,Loyola Hall,1,DSB,48,,,74.0
1968,202209F,F,BA,Politics,3.18,Campion Hall,1,CAS,39,,,0.0
1969,202209F,M,BS,Management,3.4,Loyola Hall,1,DSB,43,1260.0,,69.0
1970,202209F,M,BA,Undeclared,3.93,Loyola Hall,1,CAS,57,,,31.0
1971,202209F,F,BS,Computer Science,3.35,Campion Hall,1,SEC,50,,,0.0
1972,202209F,F,BA,Undeclared,3.19,Gonzaga Hall,1,CAS,46,,,0.0
1973,202209F,F,BS,Psychology,3.02,Gonzaga Hall,1,CAS,45,,,76.0
1974,202209F,F,BS,Psychology,3.51,Gonzaga Hall,1,CAS,48,,,12.0
1975,202209F,M,BS,Finance,1.83,Regis Hall,1,DSB,36,,,73.0
1976,202209F,M,BA,Undeclared,3.22,Jogues Hall,1,CAS,51,1240.0,,0.0
1977,202209F,M,BA,Undeclared,3.22,Regis Hall,1,CAS,45,1150.0,,0.0
1978,202209F,M,BS,DSB Undeclared,3.79,Campion Hall,1,DSB,51,1190.0,,8.0
1979,202209F,F,BA,International Studies,3.64,Jogues Hall,0,CAS,49,1440.0,,115.0
1980,202209F,M,BS,Finance,3.84,Regis Hall,1,DSB,45,,,54.0
1981,202209F,F,BS,Nursing,3.31,Loyola Hall,1,EGAN,46,,,0.0
1982,202209F,F,BA,International Studies,3.45,Regis Hall,1,CAS,42,,,15.0
1983,202209F,M,BS,DSB Undeclared,3.69,Loyola Hall,1,DSB,48,1300.0,,45.0
1984,202209F,M,BS,DSB Undeclared,2.8,Regis Hall,1,DSB,45,1140.0,,74.0
1985,202209F,F,BS,DSB Undeclared,3.51,Regis Hall,1,DSB,55,,,27.0
1986,202209F,F,BS,Nursing,3.48,Regis Hall,1,EGAN,57,1220.0,,84.0
1987,202209F,M,BS,Finance,3.67,Jogues Hall,1,DSB,45,1380.0,,70.0
1988,202209F,F,BS,Biology,1.63,Campion Hall,0,CAS,9,,,0.0
1989,202209F,F,BS,Nursing,3.46,Campion Hall,1,EGAN,55,1300.0,,0.0
1990,202209F,M,BS,DSB Undeclared,3.83,Regis Hall,1,DSB,42,1320.0,,66.0
1991,202209F,M,BS,Biology,2.79,Campion Hall,1,CAS,47,,,0.0
1992,202209F,M,BS,Mechanical Engineering,3.12,Regis Hall,1,SEC,49,,,90.0
1993,202209F,F,BA,Program on the Environment,3.63,Commuter,1,CAS,48,,,149.0
1994,202209F,M,BS,DSB Undeclared,3.4,Jogues Hall,1,DSB,45,,,73.0
1995,202209F,F,BS,Finance,3.44,Gonzaga Hall,1,DSB,49,,,66.0
1996,202209F,F,BA,Undeclared,3.56,Regis Hall,1,CAS,45,,,7.0
1997,202209F,M,BS,International Business,3.64,Jogues Hall,0,DSB,30,,,109.0
1998,202209F,F,BS,Psychology,2.84,Loyola Hall,0,CAS,31,,,87.0
1999,202209F,F,BS,Nursing,3.85,Campion Hall,1,EGAN,48,1400.0,,0.0
2000,202209F,F,BS,Nursing,3.56,Gonzaga Hall,1,EGAN,51,1320.0,,97.0
2001,202209F,F,BS,Nursing,3.77,Loyola Hall,1,EGAN,51,,,51.0
2002,202209F,M,BS,DSB Undeclared,3.73,Jogues Hall,1,DSB,51,,,155.0
2003,202209F,F,BS,Biomedical Engineering,2.33,Campion Hall,1,SEC,48,,,60.0
2004,202209F,M,BS,DSB Undeclared,3.33,Gonzaga Hall,1,DSB,46,1290.0,,113.0
2005,202209F,F,BS,Management,2.98,Gonzaga Hall,1,DSB,42,,,138.0
2006,202209F,M,BS,Finance,3.38,Jogues Hall,1,DSB,42,,,53.0
2007,202209F,M,BS,DSB Undeclared,3.75,Jogues Hall,1,DSB,49,,,0.0
2008,202209F,F,BS,Nursing,3.7,Jogues Hall,1,EGAN,55,,,97.0
2009,202209F,F,BS,Marketing,2.71,Gonzaga Hall,1,DSB,42,,,138.0
2010,202209F,F,BA,Undeclared,3.84,Loyola Hall,1,CAS,45,,,163.0
2011,202209F,F,BS,Finance,0.96,Regis Hall,0,DSB,18,,,89.0
2012,202209F,F,BS,Mechanical Engineering,3.58,Jogues Hall,1,SEC,62,,,14.0
2013,202209F,F,BA,History,2.52,Regis Hall,0,CAS,24,,,95.0
2014,202209F,M,BS,Marketing,3.8,Regis Hall,1,DSB,45,1340.0,,138.0
2015,202209F,F,BS,Psychology,3.62,Gonzaga Hall,1,CAS,56,,,87.0
2016,202209F,F,BS,Nursing,3.65,Jogues Hall,1,EGAN,55,,,0.0
2017,202209F,M,BS,DSB Undeclared,3.33,Loyola Hall,1,DSB,45,,,0.0
2018,202209F,F,BS,DSB Undeclared,3.8,Regis Hall,1,DSB,48,1270.0,,16.0
2019,202209F,M,BS,Finance,3.92,Campion Hall,1,DSB,59,1450.0,,53.0
2020,202209F,F,BA,Sociology and Anthropology,3.96,Jogues Hall,1,CAS,56,,,64.0
2021,202209F,M,BS,Finance,3.62,Campion Hall,1,DSB,45,1200.0,,66.0
2022,202209F,M,BS,Finance,2.23,Campion Hall,1,DSB,36,,,13.0
2023,202209F,F,BS,Finance,3.96,Jogues Hall,1,DSB,54,,,62.0
2024,202209F,F,BS,Nursing,3.08,Loyola Hall,1,EGAN,48,,,0.0
2025,202209F,M,BS,DSB Undeclared,3.53,Loyola Hall,1,DSB,45,1330.0,,113.0
2026,202209F,F,BS,Nursing,2.93,Gonzaga Hall,1,EGAN,49,,,0.0
2027,202209F,F,BS,Nursing,3.66,Gonzaga Hall,1,EGAN,49,,,0.0
2028,202209F,M,BS,Biology,3.92,Jogues Hall,1,CAS,69,1330.0,,31.0
2029,202209F,M,BS,Finance,3.81,Regis Hall,1,DSB,49,,,69.0
2030,202209F,F,BS,DSB Undeclared,3.73,Campion Hall,1,DSB,54,,,41.0
2031,202209F,F,BA,Communication,3.69,Gonzaga Hall,1,CAS,45,,,18.0
2032,202209F,M,BS,Computer Science,3.42,Jogues Hall,1,SEC,58,1350.0,,0.0
2033,202209F,F,BS,Marketing,3.42,Jogues Hall,1,DSB,45,,,0.0
2034,202209F,M,BS,DSB Undeclared,2.48,Regis Hall,1,DSB,45,1410.0,,156.0
2035,202209F,M,BS,DSB Undeclared,3.73,Jogues Hall,1,DSB,54,1370.0,,0.0
2036,202209F,F,BA,Undeclared,3.73,Gonzaga Hall,1,CAS,45,,,86.0
2037,202209F,M,BA,Undeclared,3.18,Regis Hall,1,CAS,48,,,0.0
2038,202209F,M,BS,DSB Undeclared,3.53,Regis Hall,1,DSB,45,,,73.0
2039,202209F,F,BS,Nursing,3.69,Gonzaga Hall,1,EGAN,55,1290.0,,97.0
2040,202209F,F,BS,Psychology,2.98,Loyola Hall,1,CAS,42,,,86.0
2041,202209F,F,BA,Undeclared,3.8,Gonzaga Hall,1,CAS,45,,,0.0
2042,202209F,F,BS,Psychology,4.0,Jogues Hall,1,CAS,67,1510.0,,87.0
2043,202209F,M,BS,Management,3.83,Jogues Hall,1,DSB,49,1460.0,,62.0
2044,202209F,M,BS,Electrical and Computer Engineering,3.36,Campion Hall,1,SEC,55,,,0.0
2045,202209F,M,BA,English,3.37,Loyola Hall,0,CAS,36,1220.0,,23.0
2046,202209F,F,BS,Biology,3.37,Campion Hall,1,CAS,51,,,0.0
2047,202209F,M,BS,DSB Undeclared,1.27,Loyola Hall,0,DSB,9,1400.0,,3.0
2048,202209F,F,BS,Nursing,3.88,Campion Hall,1,EGAN,49,,,0.0
2049,202209F,F,BS,Psychology,2.93,Gonzaga Hall,0,CAS,15,,,87.0
2050,202209F,M,BS,Business Analytics,3.87,Jogues Hall,0,DSB,39,,,68.0
2051,202209F,M,BA,Communication,3.02,Regis Hall,1,CAS,42,,,18.0
2052,202209F,M,BS,Marketing,4.0,Regis Hall,1,DSB,57,1300.0,,105.0
2053,202209F,M,BS,International Business,3.05,Loyola Hall,1,DSB,45,1190.0,,125.0
2054,202209F,F,BS,Psychology,3.64,Jogues Hall,0,CAS,40,,,133.0
2055,202209F,F,BS,DSB Undeclared,3.8,Loyola Hall,1,DSB,45,,,44.0
2056,202209F,M,BS,Accounting,3.58,Loyola Hall,1,DSB,45,,,38.0
2057,202209F,F,BS,Psychology,3.98,Loyola Hall,1,CAS,58,1340.0,,71.0
2058,202209F,M,BS,DSB Undeclared,3.76,Campion Hall,1,DSB,46,,,114.0
2059,202209F,M,BS,DSB Undeclared,2.96,Gonzaga Hall,1,DSB,48,,,0.0
2060,202209F,M,BS,SOE Undeclared,3.16,Campion Hall,1,SEC,55,,,135.0
2061,202209F,M,BS,Finance,3.89,Jogues Hall,1,DSB,62,1480.0,,54.0
2062,202209F,F,BS,Marketing,3.48,Jogues Hall,1,DSB,48,,,138.0
2063,202209F,F,BA,Undeclared,3.53,Gonzaga Hall,1,CAS,48,,,118.0
2064,202209F,F,BS,DSB Undeclared,2.98,Jogues Hall,1,DSB,42,,,101.0
2065,202209F,F,BS,Marketing,3.27,Jogues Hall,1,DSB,54,,,105.0
2066,202209F,F,BA,Communication,2.98,Campion Hall,1,CAS,45,,,56.0
2067,202209F,F,BS,Marketing,2.7,Loyola Hall,0,DSB,27,,,130.0
2068,202209F,F,BS,Marketing,2.87,Campion Hall,1,DSB,45,,,105.0
2069,202209F,M,BS,Marketing,2.82,Regis Hall,1,DSB,45,,,58.0
2070,202209F,M,BS,DSB Undeclared,3.71,Gonzaga Hall,1,DSB,45,,,25.0
2071,202209F,F,BS,Psychology,3.12,Regis Hall,1,CAS,42,,,0.0
2072,202209F,F,BS,DSB Undeclared,0.0,Regis Hall,0,DSB,0,,,94.0
2073,202209F,M,BS,Finance,2.97,Loyola Hall,1,DSB,42,,,53.0
2074,202209F,F,BA,Undeclared,3.69,Commuter,1,CAS,45,,,23.0
2075,202209F,M,BS,Biology,3.42,Campion Hall,1,CAS,46,1260.0,,134.0
2076,202209F,F,BA,Undeclared,3.58,Gonzaga Hall,1,CAS,45,,,0.0
2077,202209F,F,BS,Psychology,3.51,Campion Hall,1,CAS,49,1160.0,,133.0
2078,202209F,M,BA,Sports Media,2.93,Loyola Hall,1,CAS,42,,,18.0
2079,202209F,F,BS,Psychology,3.79,Loyola Hall,1,CAS,53,,,65.0
2080,202209F,F,BA,Politics,4.0,Jogues Hall,1,CAS,69,,,39.0
2081,202209F,M,BS,Computer Science,3.46,Regis Hall,1,SEC,51,1210.0,,0.0
2082,202209F,F,BS,Accounting,3.46,Commuter,1,DSB,49,,,101.0
2083,202209F,M,BS,Finance,3.93,Regis Hall,1,DSB,46,1330.0,,53.0
2084,202209F,F,BS,Psychology,3.1,Commuter,1,CAS,39,,,87.0
2085,202209F,F,BS,Nursing,3.69,Campion Hall,1,EGAN,58,,,0.0
2086,202209F,M,BS,DSB Undeclared,3.96,Loyola Hall,1,DSB,52,1360.0,,94.0
2087,202209F,M,BS,Mechanical Engineering,3.16,Campion Hall,0,SEC,31,,,165.0
2088,202209F,M,BS,DSB Undeclared,1.12,Campion Hall,1,DSB,24,,,76.0
2089,202209F,M,BA,History,3.47,Gonzaga Hall,0,CAS,30,,,146.0
2090,202209F,M,BS,DSB Undeclared,3.33,Loyola Hall,1,DSB,42,,,73.0
2091,202209F,F,BA,History,3.83,Loyola Hall,1,CAS,61,,,0.0
2092,202209F,F,BS,Psychology,3.65,Regis Hall,1,CAS,54,,,147.0
2093,202209F,F,BS,Biology,2.86,Campion Hall,1,CAS,54,,,33.0
2094,202209F,F,BS,Psychology,2.77,Regis Hall,1,CAS,51,,,86.0
2095,202209F,F,BS,Biology,2.92,Campion Hall,1,CAS,53,,,33.0
2096,202209F,F,BS,Marketing,3.72,Commuter,1,DSB,54,,,0.0
2097,202209F,M,BS,Biology,3.59,Regis Hall,1,CAS,51,1290.0,,96.0
2098,202209F,F,BS,DSB Undeclared,2.6,Regis Hall,1,DSB,45,,,109.0
2099,202209F,M,BS,Finance,3.02,Gonzaga Hall,1,DSB,42,,,62.0
2100,202209F,M,BS,DSB Undeclared,3.6,Jogues Hall,1,DSB,42,1210.0,,91.0
2101,202209F,M,BS,Accounting,2.87,Campion Hall,1,DSB,40,,,63.0
2102,202209F,F,BA,English,3.94,Gonzaga Hall,1,CAS,49,1300.0,,0.0
2103,202209F,F,BS,Biology,3.33,Regis Hall,1,CAS,36,,,163.0
2104,202209F,M,BS,Biology,3.2,Campion Hall,1,CAS,58,1330.0,,33.0
2105,202209F,F,BS,Psychology,2.86,Gonzaga Hall,1,CAS,45,,,26.0
2106,202209F,M,BS,Finance,3.18,Jogues Hall,1,DSB,45,,,89.0
2107,202209F,F,BS,DSB Undeclared,3.23,Gonzaga Hall,1,DSB,43,,,163.0
2108,202209F,F,BA,Communication,3.1,Loyola Hall,1,CAS,42,,,133.0
2109,202209F,M,BS,DSB Undeclared,3.29,Jogues Hall,1,DSB,45,,,53.0
2110,202209F,M,BS,DSB Undeclared,3.48,Regis Hall,1,DSB,46,,,44.0
2111,202209F,M,BS,International Business,3.31,Jogues Hall,1,DSB,45,1270.0,,70.0
2112,202209F,F,BS,DSB Undeclared,3.4,Loyola Hall,0,DSB,30,,,5.0
2113,202209F,F,BS,Nursing,3.66,Campion Hall,1,EGAN,52,,,0.0
2114,202209F,M,BS,Accounting,2.67,Commuter,1,DSB,39,,,0.0
2115,202209F,M,BS,DSB Undeclared,3.91,Jogues Hall,1,DSB,46,,,113.0
2116,202209F,M,BA,Undeclared,3.74,Loyola Hall,1,CAS,42,,,88.0
2117,202209F,F,BA,Undeclared,3.73,Jogues Hall,1,CAS,68,,,98.0
2118,202209F,M,BS,Chemistry,2.83,Campion Hall,1,CAS,54,1330.0,,0.0
2119,202209F,M,BS,Computer Science,3.72,Campion Hall,1,SEC,65,1410.0,,0.0
2120,202209F,M,BS,Computer Science,2.91,Campion Hall,1,SEC,54,1370.0,,0.0
2121,202209F,M,BS,Business Analytics,3.56,Campion Hall,1,DSB,45,1380.0,,68.0
2122,202209F,F,BS,International Business,3.9,Campion Hall,1,DSB,51,,,0.0
2123,202209F,M,BS,Biology,2.65,Regis Hall,1,CAS,50,,,163.0
2124,202209F,F,BS,Finance,3.91,Regis Hall,1,DSB,52,,,66.0
2125,202209F,F,BA,Visual & Performing Arts,3.1,Commuter,1,CAS,48,,,128.0
2126,202209F,F,BS,DSB Undeclared,2.6,Loyola Hall,1,DSB,45,,,36.0
2127,202209F,M,BA,Sociology and Anthropology,2.69,Gonzaga Hall,1,CAS,42,,,0.0
2128,202209F,M,BA,Undeclared,3.53,Loyola Hall,1,CAS,45,,,128.0
2129,202209F,M,BS,Finance,3.22,Jogues Hall,1,DSB,45,,,102.0
2130,202209F,F,BS,Nursing,3.47,Regis Hall,1,EGAN,49,,,84.0
2131,202209F,F,BS,Psychology,0.67,Regis Hall,0,CAS,6,1160.0,,86.0
2132,202209F,F,BS,Nursing,4.0,Loyola Hall,1,EGAN,69,1350.0,,67.0
2133,202209F,M,BS,DSB Undeclared,2.48,Campion Hall,1,DSB,27,,,104.0
2134,202209F,M,BA,Undeclared,2.72,Loyola Hall,1,CAS,52,,,0.0
2135,202209F,M,BA,Visual & Performing Arts,3.62,Gonzaga Hall,1,CAS,53,,,128.0
2136,202209F,M,BS,Finance,3.33,Jogues Hall,1,DSB,45,,,53.0
2137,202209F,F,BS,Marketing,4.0,Jogues Hall,1,DSB,52,1280.0,,138.0
2138,202209F,M,BS,Finance,3.92,Regis Hall,1,DSB,48,,,66.0
2139,202209F,M,BS,Finance,3.73,Loyola Hall,1,DSB,45,1180.0,,66.0
2140,202209F,F,BS,Finance,3.88,Jogues Hall,1,DSB,49,,,0.0
2141,202209F,F,BS,Finance,3.89,Campion Hall,1,DSB,48,,,62.0
2142,202209F,M,BA,Sports Media,2.98,Regis Hall,1,CAS,45,,,18.0
2143,202209F,F,BS,Nursing,3.61,Loyola Hall,1,EGAN,46,,,4.0
2144,202209F,F,BS,Psychology,1.97,Campion Hall,1,CAS,27,,,39.0
2145,202209F,F,BS,Nursing,2.83,Commuter,1,EGAN,45,,,20.0
2146,202209F,F,BS,Public Health,3.71,Campion Hall,1,EGAN,45,,,131.0
2147,202209F,M,BS,SOE Undeclared,3.04,Campion Hall,1,SEC,57,,,139.0
2148,202209F,M,BS,Biomedical Engineering,3.62,Jogues Hall,1,SEC,75,,,60.0
2149,202209F,M,BS,DSB Undeclared,3.4,Loyola Hall,1,DSB,45,1370.0,,41.0
2150,202209F,F,BS,Nursing,1.62,Loyola Hall,0,EGAN,21,,,64.0
2151,202209F,M,BS,DSB Undeclared,3.18,Loyola Hall,1,DSB,45,,,94.0
2152,202209F,F,BS,DSB Undeclared,3.69,Jogues Hall,1,DSB,61,,,45.0
2153,202209F,M,BS,DSB Undeclared,2.58,Loyola Hall,1,DSB,36,,,27.0
2154,202209F,M,BS,Finance,3.31,Regis Hall,1,DSB,48,1300.0,,63.0
2155,202209F,M,BA,English,3.37,Loyola Hall,1,CAS,56,,,0.0
2156,202209F,M,BA,History,3.67,Loyola Hall,1,CAS,45,,,80.0
2157,202209F,M,BS,Accounting,3.67,Jogues Hall,1,DSB,48,1310.0,,16.0
2158,202209F,F,BS,DSB Undeclared,3.22,Campion Hall,1,DSB,46,,,0.0
2159,202209F,M,BS,DSB Undeclared,3.33,Regis Hall,0,DSB,30,1230.0,,3.0
2160,202209F,F,BS,Marketing,3.36,Jogues Hall,1,DSB,45,,,0.0
2161,202209F,M,BS,Mechanical Engineering,2.95,Campion Hall,1,SEC,55,,,120.0
2162,202209F,F,BS,Psychology,3.91,Loyola Hall,1,CAS,63,1340.0,,71.0
2163,202209F,M,BS,Finance,3.71,Loyola Hall,1,DSB,46,,,13.0
2164,202209F,M,BS,DSB Undeclared,3.38,Regis Hall,1,DSB,45,1220.0,,70.0
2165,202209F,M,BA,Sociology and Anthropology,3.57,Jogues Hall,0,CAS,30,1360.0,,0.0
2166,202209F,F,BS,Biology,3.84,Jogues Hall,1,CAS,59,,,33.0
2167,202209F,F,BS,Finance,3.86,Regis Hall,1,DSB,51,,,54.0
2168,202209F,M,BS,Electrical and Computer Engineering,3.69,Regis Hall,1,SEC,54,1250.0,,0.0
2169,202209F,F,BS,Psychology,3.41,Jogues Hall,1,CAS,49,,,159.0
2170,202209F,M,BA,Sociology and Anthropology,3.53,Campion Hall,1,CAS,45,,,54.0
2171,202209F,F,BS,Psychology,3.49,Gonzaga Hall,1,CAS,48,,,87.0
2172,202209F,F,BS,Management,3.64,Jogues Hall,1,DSB,45,,,4.0
2173,202209F,M,BS,DSB Undeclared,3.87,Jogues Hall,1,DSB,45,,,0.0
2174,202209F,F,BA,Undeclared,3.67,Regis Hall,1,CAS,48,,,109.0
2175,202209F,F,BA,Undeclared,3.61,Jogues Hall,1,CAS,46,,,163.0
2176,202209F,F,BA,Undeclared,3.33,Regis Hall,1,CAS,45,,,26.0
2177,202209F,F,BS,International Business,3.53,Loyola Hall,0,DSB,30,,,109.0
2178,202209F,M,BS,Information Systems & Ops Mgmt,3.42,Regis Hall,1,DSB,45,,,4.0
2179,202209F,M,BS,Psychology,3.7,Campion Hall,1,CAS,52,,,98.0
2180,202209F,M,BS,Biology,2.35,Campion Hall,1,CAS,40,1270.0,,27.0
2181,202209F,M,BA,Undeclared,3.33,Regis Hall,0,CAS,30,,,0.0
2182,202209F,F,BS,Marketing,3.64,Regis Hall,1,DSB,45,,,34.0
2183,202209F,F,BS,Economics,3.93,Loyola Hall,1,CAS,49,1330.0,,22.0
2184,202209F,F,BS,Finance,3.62,Commuter,1,DSB,45,,,13.0
2185,202209F,M,BS,Finance,3.12,Loyola Hall,1,DSB,39,1260.0,,70.0
2186,202209F,M,BS,International Business,3.62,Gonzaga Hall,1,DSB,57,1410.0,,0.0
